,title,year,runtime,genre,average rating,total votes,region,language,primary_name,birth_year,death_year,primary_profession,category,job,characters,release date,production_budget,domestic_gross,foreign_gross,worldwide_gross,net gain,studio,original_language,popularity
50482,Gwendolyn,2017,84,Documentary,8.7,12,AT,,Ruth Kaaserer,,,"director,writer,visual_effects",director,,,,,,,,,,,
50483,Wonderful Losers: A Different World,2017,71,Documentary,7.8,406,LV,,Arunas Matelis,1961,,"producer,director,writer",director,,,,,,,,,,,
50484,Hugo,2017,80,Documentary,7.9,11,PL,,Wojciech Klimala,1984,,"director,writer,assistant_director",director,,,,,,,,,,,
50486,Little Tickles,2018,103,Drama,7.1,407,BR,,Eric Métayer,1958,,"actor,writer,director",director,,,,,,,,,,,
50490,Little Tickles,2018,103,Drama,7.1,407,PL,,Andréa Bescond,1979,,"director,actress,writer",actress,,"[""Odette Le Nadant""]",,,,,,,,,
50494,Julia 17 -,2017,96,Drama,6.7,20,US,,Andreea Boyer,,,"actress,producer,writer",actress,,"[""Julia""]",,,,,,,,,
50495,Singled [Out],2017,81,Documentary,6.9,20,,,Ariadna Relea,,,"cinematographer,director,writer",director,,,,,,,,,,,
50499,Singled [Out],2017,81,Documentary,6.9,20,TR,,Mariona Guiu,,,"director,editor,writer",director,,,,,,,,,,,
50503,"Ma'ohi Nui, in the heart of the ocean my country lies",2018,113,Documentary,7.7,7,,,Annick Ghijzelings,,,"director,cinematographer,writer",director,,,,,,,,,,,
50504,Scheme Birds,2018,,Documentary,7.4,10,SE,,Ellen Fiske,,,"director,writer,producer",director,,,,,,,,,,,
50508,The Skier,2017,80,"Drama,Family",7.7,14,IR,fa,Fereidoun Najafi,,,"producer,director,writer",director,,,,,,,,,,,
50510,It's All a Plan,2017,74,"Biography,Documentary",7.8,6,BR,,Joana Mendes da Rocha,,,"director,writer,art_director",director,,,,,,,,,,,
50516,Touching Concrete,2017,55,Documentary,5.6,5,DE,,Ilja Stahl,,,"actor,editor,sound_department",director,,,,,,,,,,,
50517,A Company of Heroes,2012,57,Documentary,8.2,9,US,,Tim Gray,,,"producer,director,writer",director,,,,,,,,,,,
50518,Golden Job,2018,100,"Action,Adventure",5.7,566,HK,yue,Kar Lok Chin,1965,,"actor,stunts,miscellaneous",actor,,"[""Dan Ding""]",,,,,,,,,
50525,SLAM: Voz de levante,2017,105,Documentary,6.8,8,BR,,Roberta Estrela D'Alva,,,"actress,director,writer",director,,,,,,,,,,,
50529,El Encanto de la Oscuridad: Parte 1,2016,58,"Crime,Fantasy,Mystery",7.6,9,MX,,Luis Fernando Del Angel,,,"actor,writer,editor",actor,,"[""Andriev Aldrich"",""Tobias Montes de Oca"",""El Ilusionista""]",,,,,,,,,
50530,Berlin Excelsior,2017,87,Documentary,6.3,10,DE,,Erik Lemke,1983,,"director,editor,actor",director,,,,,,,,,,,
50532,Slovo House,2017,81,Documentary,8.1,25,SE,,Taras Tomenko,,,"director,writer,cinematographer",director,,,,,,,,,,,
50535,Van Goghs,2018,103,Drama,6.3,129,LV,,Sergey Livnev,1964,,"producer,writer,director",director,,,,,,,,,,,
50536,Highway 318,2017,96,Drama,6.1,14,,,Yunxing Nie,,,"director,writer,cinematographer",director,,,,,,,,,,,
50538,The Full House,2018,105,Comedy,5.2,534,MX,,Emmanuel Gillibert,,,"actor,director,writer",director,,,,,,,,,,,
50540,The Trouble with You,2018,108,"Comedy,Crime,Drama",6.6,1355,BR,,Pierre Salvadori,1964,,"writer,director,actor",director,,,,,,,,,,,
50543,Angel Face,2018,108,Drama,6,544,MX,,Vanessa Filho,,,"director,writer,assistant_director",director,,,,,,,,,,,
50546,Our Happy Holiday,2018,102,Comedy,5.9,291,XWW,en,Patrick Cassir,,,"director,actor,writer",director,,,,,,,,,,,
50548,"Addicted to Altitude, Part I: Ivan Gálfy",2017,54,Documentary,7.2,5,SK,,Pavol Barabas,1959,,"director,writer,cinematographer",director,,,,,,,,,,,
50549,A Vida Por Um Fio,2017,,Documentary,5.5,6,PT,,Zé Ricardo,,,"assistant_director,director,writer",director,,,,,,,,,,,
50550,Satori,2015,93,Fantasy,8.6,13,US,,Erica Schreiner,,,"director,actress,cinematographer",actress,,"[""Satori""]",,,,,,,,,
50551,On Happiness Road,2017,110,"Adventure,Animation,Drama",7.1,474,XWW,en,Hsin Yin Sung,,,"director,editor,writer",director,,,,,,,,,,,
50552,August at Akiko's,2018,75,Drama,7,32,US,,Christopher Makoto Yogi,,,"editor,director,writer",director,,,,,,,,,,,
50553,The Backlog,2017,13,Documentary,6.1,14,CA,,Harold López Garroz,1980,,"writer,director,producer",director,,,,,,,,,,,
50554,Dreaming Murakami,2017,58,Documentary,7.3,187,DK,,Nitesh Anjaan,,,"director,writer,cinematographer",director,,,,,,,,,,,
50555,Bhagshesh: The Remainder,2017,111,"Drama,Family",7,18,IN,,Rema Bose,,,"writer,director",director,,,,,,,,,,,
50556,Flying Monks Temple,2017,56,Documentary,7.6,10,LV,,Zanete Skarule,,,"director,writer",director,,,,,,,,,,,
50557,Namme,2017,91,Drama,7.3,165,XWW,en,Zaza Khalvashi,1957,,"director,writer,actor",director,,,,,,,,,,,
50558,Himlens mörkrum,2017,77,Documentary,8.2,29,XEU,en,Nils Petter Lofstedt,,,"cinematographer,director,writer",director,,,,,,,,,,,
50559,Into the Okavango,2018,88,Documentary,7.8,114,RU,,Neil Gelinas,,,"producer,cinematographer,editor",director,,,,,,,,,,,
50561,Qu'importe la gravité,2017,79,Documentary,7.1,8,XWW,en,Matthieu Brouillard,,,"director,writer,cinematographer",director,,,,,,,,,,,
50562,Village of Swimming Cows,2018,78,"Comedy,Documentary",6.8,13,,,Katarzyna Trzaska,,,"assistant_director,production_manager,miscellaneous",director,,,,,,,,,,,
50563,Rutabaga,2018,70,Fantasy,4.7,6,FR,,Julien Botzanowski,,,"assistant_director,cinematographer,director",actor,,"[""Adrien""]",,,,,,,,,
50564,Les scènes fortuites,2018,80,Comedy,6.5,66,,,Guillaume Lambert,1984,,"actor,writer,director",actor,,"[""Damien Nadeau-Daneau""]",,,,,,,,,
50565,Heaven Without People,2017,91,Drama,8,340,,,Lucien Bourjeily,,,"producer,director,writer",director,,,,,,,,,,,
50566,Grand Cru,2017,80,Documentary,7.2,8,CA,fr,David Eng,,,"actor,writer,composer",director,,,,,,,,,,,
50567,Dollhouse: The Eradication of Female Subjectivity from American Popular Culture,2018,77,"Animation,Comedy,Music",6,21,US,,Nicole Brending,,,"writer,editor,producer",actress,,"[""Junie Spoons""]",,,,,,,,,
50568,Michelangelo - Infinito,2018,97,"Biography,Drama",7.8,90,,,Emanuele Imbucci,,,"director,assistant_director",director,,,,,,,,,,,
50572,"Liebe Oma, Guten Tag!",2017,79,Documentary,7.6,18,XWW,en,Jurate Samulionyte,,,"assistant_director,director,writer",director,,,,,,,,,,,
50578,"Liebe Oma, Guten Tag!",2017,79,Documentary,7.6,18,LT,,Vilma Samulionyte,,,"director,writer,camera_department",director,,,,,,,,,,,
50584,La séparation des traces,2018,75,Documentary,7,6,CH,,Francis Reusser,1942,,"director,writer,actor",actor,,"[""Langin""]",,,,,,,,,
50586,Living with Giants,2016,78,Documentary,8.3,7,CA,fr,Aude Leroux-Levesque,,,"director,writer,editor",director,,,,,,,,,,,
50590,Living with Giants,2016,78,Documentary,8.3,7,CA,,Sébastien Rist,,,"director,producer,writer",director,,,,,,,,,,,
50594,Hurley,2019,83,Documentary,7,5,US,,Derek Dodge,,,"producer,camera_department,writer",director,,,,,,,,,,,
50595,The Empty Hands,2017,87,Drama,6.3,453,HK,cmn,Chapman To,1972,,"actor,producer,director",actor,,"[""Chan Kent""]",,,,,,,,,
50597,Roads in February,2018,84,Drama,6.4,15,CA,fr,Katherine Jerkovic,,,"director,writer,producer",director,,,,,,,,,,,
50598,Antes Que Ela Vá,2017,70,Romance,7.3,7,,,Matheus Benites,,,"director,writer,editor",director,,,,,,,,,,,
50601,Unconfessions,2018,22,"Documentary,Family",7.2,9,XWW,en,Ana Galizia,,,"camera_department,producer,director",actor,,,,,,,,,,,
50604,Minutia,2017,92,"Comedy,Sci-Fi",7.6,9,US,,Eric Arnouville,,,"music_department,actor,writer",actor,,"[""Keith""]",,,,,,,,,
50606,5 terapiya,2017,78,Drama,7.2,39,RU,,Alisa Pavlovskaya,,,"cinematographer,director,writer",director,,,,,,,,,,,
50607,Gogol Doc,2018,66,Documentary,8,5,UA,,Alisa Pavlovskaya,,,"cinematographer,director,writer",director,,,,,,,,,,,
50608,The Open House,2018,94,"Horror,Thriller",3.3,25203,ES,,Suzanne Coote,,,"writer,producer,director",director,,,,,,,,,,,
50612,The Open House,2018,94,"Horror,Thriller",3.3,25203,US,,Matt Angel,1990,,"actor,writer,producer",director,,,,,,,,,,,
50616,Lost In Apocalypse,2018,90,"Action,Adventure,Drama",5.8,35,CN,,Sky Wang,1987,,"director,writer,producer",director,,,,,,,,,,,
50620,Golova. Dva ukha,2017,79,"Comedy,Drama",6.8,17,PL,,Vitaly Suslin,,,"director,producer,writer",director,,,,,,,,,,,
50622,FluffyMarioBros The Movie,2016,,Adventure,8.6,5,,,Nathan Meikle,,,"director,actor,writer",actor,,"[""Mario"",""Luigi"",""Peach""]",,,,,,,,,
50623,Cold November,2018,93,Drama,7.7,65,GR,,Ismet Sijarina,,,"director,writer,producer",director,,,,,,,,,,,
50625,Loud Krazy Love,2018,87,"Documentary,Drama,Music",7.1,174,US,,Scott Mayo,,,"producer,cinematographer,camera_department",director,,,,,,,,,,,
50627,Drown Among the Dead,2018,65,"Adventure,Drama,Horror",5.4,29,XWW,en,Ruben Gutierrez,,,"producer,director,writer",director,,,,,,,,,,,
50628,The Looming Storm,2017,120,Crime,6.5,999,,,Yue Dong,,,"director,writer",director,,,,,,,,,,,
50629,Pashu,2017,132,Drama,6.8,6,,,M.D. Sukumaran,,,"cinematographer,writer,director",director,,,,,,,,,,,
50631,Tricky Old Dogs,2018,89,Comedy,6,286,DK,,Christophe Duthuron,,,"writer,actor,director",director,,,,,,,,,,,
50634,Røverdatter,2018,86,Documentary,7.4,144,SE,,Sofia Haugan,,,"director,writer,cinematographer",self,,"[""Herself""]",,,,,,,,,
50635,Babes with Blades,2018,96,"Action,Adventure,Drama",2.1,198,GB,,Cecily Fay,1978,,"actress,stunts,composer",actress,,"[""Azura""]",,,,,,,,,
50636,Lady Titi Singing Blues,2018,94,"Comedy,Drama",5.8,11,IL,he,Esti Almo,,,"director,writer",director,,,,,,,,,,,
50637,The Trial,2018,140,Documentary,7.3,718,XWW,en,Maria Ramos,1964,,"director,writer,producer",director,,,,,,,,,,,
50638,Il tuttofare,2018,96,Comedy,6.4,320,CZ,,Valerio Attanasio,1978,,"writer,director,miscellaneous",director,,,,,,,,,,,
50639,Searching,2018,102,"Drama,Mystery,Thriller",7.7,97991,RU,,Aneesh Chaganty,,,"writer,director,editor",director,,,,,,,,,,,
50641,The Lonely Battle of Thomas Reid,2017,76,Documentary,8.2,50,PL,,Feargal Ward,,,"director,cinematographer,camera_department",director,,,,,,,,,,,
50643,Perú: tesoro escondido,2017,80,Documentary,6.1,243,PL,,Luis Ara,1979,,"director,producer,writer",director,,,,,,,,,,,
50644,Forever Chape,2018,80,Documentary,7.6,133,,,Luis Ara,1979,,"director,producer,writer",director,,,,,,,,,,,
50645,We the Animals,2018,94,Drama,6.9,2630,ES,,Jeremiah Zagar,,,"director,editor,editorial_department",director,,,,,,,,,,,
50648,The Queen of Fear,2018,107,,6.3,295,AR,,Valeria Bertuccelli,1969,,"actress,soundtrack",actress,,"[""Robertina""]",,,,,,,,,
50650,The Cleaners,2018,88,,7.2,1171,,,Hans Block,1985,,"director,writer,camera_department",director,,,,,,,,,,,
50656,The Cleaners,2018,88,,7.2,1171,HU,,Moritz Riesewieck,1985,,"director,writer,miscellaneous",director,,,,,,,,,,,
50662,Fake Tattoos,2017,87,"Drama,Romance",7,392,,,Pascal Plante,,,"sound_department,producer,director",director,,,,,,,,,,,
50664,The Third Wife,2018,96,Drama,7,486,,,Ash Mayfair,,,"sound_department,director,writer",director,,,,,,,,,,,
50665,New Skin,2018,79,Drama,5,5,,,Alix Gentil,,,"actress,director,writer",actress,,"[""Iris""]",,,,,,,,,
50666,Tholi Prema,2018,137,Romance,7.4,1580,RU,,Venky Atluri,,,"writer,director,actor",director,,,,,,,,,,,
50668,"Koka, the Butcher",2018,38,Documentary,8,6,,,Bence Máté,,,"assistant_director,director,writer",director,,,,,,,,,,,
50669,Dolphin Man. The Story of Jacques Mayol,2017,80,Documentary,7.1,161,,,Lefteris Charitos,1969,,"director,assistant_director,writer",director,,,,,,,,,,,
50671,Jaane kyun de yaaron,2018,131,Drama,4.4,22,IN,ta,Akshay Anand,,,actor,actor,,"[""Ajay suryavanshi""]",,,,,,,,,
50673,A Dysfunctional Cat,2018,93,Drama,6.7,220,FR,,Susan Gordanshekan,1978,,"director,writer,editor",director,,,,,,,,,,,
50674,Gurrumul,2017,96,"Biography,Documentary",8.1,144,AU,,Paul Damien Williams,,,"director,writer,editorial_department",director,,,,,,,,,,,
50675,Thunder Road,2018,92,"Comedy,Drama",7.1,8242,FR,,Jim Cummings,,,"director,writer,producer",actor,,"[""Officer Jim Arnaud""]",,,,,,,,,
50676,1937: Das Ende der Unschuld,2017,,Documentary,7.3,6,FR,,Heike Bittner,,,"writer,director,producer",director,,,,,,,,,,,
50678,Men on the Dragon,2018,92,Sport,7.1,195,HK,en,Sunny Chan,,,"writer,director",director,,,,,,,,,,,
50679,Outside,2018,80,Documentary,6.9,16,XEU,en,Tama Tobias-Macht,,,"director,writer,editor",director,,,,,,,,,,,
50683,Alles ist gut,2018,93,Drama,6.6,330,DE,,Eva Trobisch,1983,,"miscellaneous,assistant_director,director",director,,,,,,,,,,,
50684,Hereditary,2018,127,"Drama,Horror,Mystery",7.3,151571,FI,,Ari Aster,,,"director,writer,actor",director,,,,,,,,,,,
50685,"My Name Is Surya, My Home Is India",2018,163,Action,7,4524,IN,te,Vakkantham Vamsi,,,"writer,director,miscellaneous",director,,,,,,,,,,,
50686,Marighella,2019,155,"Action,Drama,Thriller",2.8,41882,XWW,en,Wagner Moura,1976,,"actor,producer,soundtrack",director,,,,,,,,,,,
50689,The Bangle Seller,2018,108,Drama,7,19,BR,,Eregowda,,,"writer,director,miscellaneous",director,,,,,,,,,,,
50690,In the Open,2017,146,Documentary,7.2,17,XWW,en,Guillaume Massart,,,"producer,director,writer",director,,,,,,,,,,,
50692,The Best Thing You Can Do with Your Life,2018,93,Documentary,7.4,52,,,Zita Erffa,1986,,"director,writer,editor",director,,,,,,,,,,,
50693,The Heiresses,2018,98,Drama,6.8,1765,IL,he,Marcelo Martinessi,1973,,"director,writer,editor",director,,,,,,,,,,,
50694,Tomorrow Is Another Day,2017,91,Drama,6.3,130,HK,en,Tai-lee Chan,,,"writer,director,actor",director,,,,,,,,,,,
50696,Nobody's Home,2017,70,Documentary,6.7,6,,,Ingrid Guardiola,,,"director,writer,editor",director,,,,,,,,,,,
50697,"Cirkeline, Coco og det vilde næsehorn",2018,62,"Animation,Family",3.8,5,,,Jannik Hastrup,1941,,"director,animation_department,producer",director,,,,,,,,,,,
50701,Treat Me Like Fire,2018,105,Drama,5.7,246,UA,,Marie Monge,,,"writer,director",director,,,,,,,,,,,
50704,Aadarei Mang,2018,112,"Drama,Romance",7,8,,,Prageeth S. Rathnayake,,,"writer,director,actor",actor,,"[""Pavan""]",,,,,,,,,
50705,Brothers in Heaven,2017,114,"Action,Crime",6.5,11,XWW,en,Hee-joon Park,,,"director,writer",director,,,,,,,,,,,
50706,We Die Young,2019,92,Drama,5.4,1546,RS,,Lior Geller,,,"director,writer,music_department",director,,,,,,,,,,,
50708,One Cut of the Dead,2017,96,"Comedy,Horror",7.8,6430,BR,,Shin'ichirô Ueda,,,"director,writer,editor",director,,,,,,,,,,,
50710,Rice and Boobs,2011,102,Drama,2.9,44,XWW,en,Shin'ichirô Ueda,,,"director,writer,editor",director,,,,,,,,,,,
50711,"Bomb, yek asheghaneh",2018,95,"Drama,Romance,War",6.7,516,IR,fa,Payman Maadi,1970,,"actor,writer,director",actor,,"[""Iraj""]",,,,,,,,,
50712,Karwaan,2018,114,"Comedy,Drama",7.5,8456,US,,Akarsh Khurana,,,"writer,actor,director",director,,,,,,,,,,,
50716,The Chaotic Life of Nada Kadic,2018,85,"Comedy,Drama",6.5,38,MX,,Marta Hernaiz Pidal,,,"editor,producer,director",director,,,,,,,,,,,
50719,On Your Wedding Day,2018,110,Romance,6.8,938,,,Seok-Geun Lee,,,"writer,director",director,,,,,,,,,,,
50720,Prospect,2018,100,"Drama,Sci-Fi,Thriller",6.1,8618,,,Christopher Caldwell,,,"director,writer,sound_department",director,,,,,,,,,,,
50724,Prospect,2018,100,"Drama,Sci-Fi,Thriller",6.1,8618,DE,,Zeek Earl,,,"director,cinematographer,writer",director,,,,,,,,,,,
50728,Rodeo,2018,75,"Comedy,Documentary,History",7.4,114,XWW,en,Kiur Aarma,1975,,"producer,writer,director",director,,,,,,,,,,,
50734,Family Life,2018,95,Documentary,6.8,13,DE,,Rosa Hannah Ziegler,1982,,"director,writer,editor",director,,,,,,,,,,,
50735,Stiller Kamerad,2017,88,"Documentary,Drama,War",9.1,11,US,,Leonhard Hollmann,,,"producer,production_manager,director",director,,,,,,,,,,,
50736,Planeta Cesko,2017,81,Documentary,8.1,58,,,Marián Polák,,,"cinematographer,director,writer",director,,,,,,,,,,,
50739,The Last Summer,2019,109,Comedy,5.6,5638,FR,,William Bindley,,,"producer,director,writer",director,,,,,,,,,,,
50741,Belonging,2019,73,"Crime,Drama,Romance",6.3,38,,,Burak Cevik,,,"producer,writer,director",director,,,,,,,,,,,
50742,Aufbruch,2018,103,"Drama,Romance",5.7,31,XEU,en,Ludwig Wüst,,,"director,writer,producer",actor,,,,,,,,,,,
50744,The Gospel of Eureka,2018,75,"Documentary,Music",6.6,42,PL,,Donal Mosher,,,"director,writer,composer",director,,,,,,,,,,,
50746,Zhenshchiny protiv muzhchin: Krymskie kanikuly,2018,80,Comedy,6.9,918,,,Leonid Margolin,,,"writer,director",director,,,,,,,,,,,
50749,Überall wo wir sind,2018,92,Documentary,7.8,21,XWW,en,Veronika Kaserer,1982,,"director,writer,assistant_director",director,,,,,,,,,,,
50750,Snowlidays,2019,85,Comedy,4.1,35,,,Joséphine de Meaux,1977,,"actress,director,writer",actress,,"[""Wanda""]",,,,,,,,,
50754,An Elephant Sitting Still,2018,230,Drama,7.9,1976,BR,,Bo Hu,1988,2017,"director,writer,editor",director,,,,,,,,,,,
50755,Us and Them,2018,120,"Drama,Romance",7.2,1667,DE,,Rene Liu,1969,,"actress,soundtrack,director",director,,,,,,,,,,,
50760,Teefa in Trouble,2018,155,"Action,Comedy,Crime",7.4,2724,BR,,Ahsan Rahim,,,"actor,writer,director",director,,,,,,,,,,,
50763,I See Red People,2018,84,Documentary,6.6,44,FR,,Bojina Panayotova,,,"director,writer,cinematographer",director,,,,,,,,,,,
50764,15 Minutes of War,2019,98,"Action,Drama,War",5.8,230,,,Fred Grivois,,,"director,miscellaneous,writer",director,,,,,,,,,,,
50767,The Watcher,2018,97,"Horror,Mystery,Thriller",4.4,554,GB,,Scott Jeffrey,,,"producer,production_manager,writer",director,,,,,,,,,,,
50768,I'll Come Too,2018,,Comedy,6.1,111,,,Maria Di Biase,,,"actress,director,writer",actress,,"[""Maria""]",,,,,,,,,
50774,I'll Come Too,2018,,Comedy,6.1,111,IT,,Corrado Nuzzo,1971,,"actor,director,writer",actor,,"[""Corrado""]",,,,,,,,,
50780,A Faithful Man,2018,75,"Comedy,Drama,Romance",6.3,614,ES,,Louis Garrel,1983,,"actor,director,writer",actor,,"[""Abel""]",,,,,,,,,
50782,Someone Great,2019,92,"Comedy,Romance",6.2,9155,PL,,Jennifer Kaytin Robinson,,,"writer,actress,producer",director,,,,,,,,,,,
50783,Bauhaus Spirit: 100 Years of Bauhaus,2018,95,Documentary,7,42,DE,,Niels Bolbrinker,1951,,"cinematographer,director,editor",director,,,,,,,,,,,
50787,Bauhaus Spirit: 100 Years of Bauhaus,2018,95,Documentary,7,42,US,,Thomas Tielsch,1953,,"producer,writer,director",director,,,,,,,,,,,
50791,Doraemon the Movie: Nobita's Treasure Island,2018,108,"Adventure,Animation,Comedy",6.6,287,RU,,Kazuaki Imai,,,"animation_department,director,miscellaneous",director,segment co-director: Doraemon the Movie: Nobita's Treasure Island,,,,,,,,,,
50801,The Silence of Others,2018,96,Documentary,8,603,XWW,en,Almudena Carracedo,,,"director,writer,cinematographer",director,,,,,,,,,,,
50809,The Silence of Others,2018,96,Documentary,8,603,FR,,Robert Bahar,,,"producer,writer,production_manager",director,,,,,,,,,,,
50817,Miroporjadok-2018,2018,93,Documentary,4,20,RU,,Vladimir Solovyev,1963,,"director,actor,writer",self,,"[""Himself""]",,,,,,,,,
50832,Island of the Hungry Ghosts,2018,98,Documentary,7.2,237,,,Gabrielle Brady,,,"director,producer,writer",director,,,,,,,,,,,
50833,Ek Ladki Ko Dekha Toh Aisa Laga,2019,120,"Comedy,Drama,Romance",5.5,2448,IN,,Shelly Chopra Dhar,,,"writer,director",director,,,,,,,,,,,
50836,Blind Spot,2018,98,Drama,7.4,389,,,Tuva Novotny,1979,,"actress,director,soundtrack",director,,,,,,,,,,,
50837,Waiting for Barcelona,2018,85,Documentary,7.4,47,,,Juho-Pekka Tanskanen,,,"sound_department,writer,composer",director,,,,,,,,,,,
50838,Several Conversations About a Very Tall Girl,2018,70,Drama,6.9,92,,,Bogdan Theodor Olteanu,,,"director,writer,producer",director,,,,,,,,,,,
50841,Windspiel,2018,80,Drama,7.8,62,RO,,Peyman Ghalambor,1980,,"director,writer,assistant_director",director,,,,,,,,,,,
50842,The Harvesters,2018,102,Drama,6.5,177,BR,,Etienne Kallos,,,"editor,director,producer",director,,,,,,,,,,,
50843,Pailalim,2017,84,"Crime,Drama",7,8,PH,,Daniel Palacio,,,"director,writer,producer",director,,,,,,,,,,,
50844,Kaçis,2016,97,Drama,5.5,20,FR,,Kenan Kavut,,,"writer,director,cinematographer",director,,,,,,,,,,,
50845,Giants and the Morning After,2018,88,Documentary,7.3,38,,,Malla Grapengiesser,,,"producer,miscellaneous,director",director,,,,,,,,,,,
50854,100 Days of Loneliness,2018,93,"Documentary,Drama",6.7,194,US,,José Díaz,,,"director,writer,cinematographer",self,,"[""Himself"",""Narrator""]",,,,,,,,,
50856,The Whisper of the Jaguar,2018,80,Drama,6.1,15,XWW,en,Simon Jaikiriuma Paetau,1986,,"director,writer,actor",actor,,"[""Sebastian""]",,,,,,,,,
